id_iklan,tanggal_posting,status_iklan_terjual,judul,deskripsi,merek,model,tahun,transmisi,jarak_tempuh,harga,tipe_penjual_badge,lokasi
948187866,2026-09-16T10:49:49+07:00,Tersedia,DP10% [Km7.000] GLC300 AMG 2024 White / GLC 300 Reg 2025 #AUTOHIGH,"MERCEDES BENZ GLC300 AMG LINE 2024 NEW MODEL WHITE ON BLACK 
Km.7.000 Antik!! , Stnk Bulan 06 ( NIK.2024 )
- TV Monitor + Camera 360
- Speedometer Digital
- Electric Seat + Memory Seat 
- LED Day Light
- Panoramic + Sunroof
- Velg AMG Original Mercedes Benz
- Audio Burnsmester
- Bagasi Power Back Door
- Warranty ATPM Mercedes Benz 3 Thn Full Spareparts s/d Agst 2027 & Free Service 5 Thn Free Service Oli & Jasa s/d Agst 2029

OTR KREDIT : 1.195M
OTR CASH : 1.295M

Harga Negosiasi Setelah Datang Lihat Unit di Showroom Kami

Pembelian via cash / kredit.. Data luar kota bisa bantu proses, Tersedia jg Paket Total DP Ringan, Tenor hingga 6 tahun ( Proses 1 hari kerja saja )

Segera Rekomendasikan Keluarga / Teman / Kerabat Bapak & Ibu semua untuk membeli Mobil di AUTOHIGH dan dapatkan harga & kualitas terbaik dengan cara Share Link Iklan ini, Terima Kasih !!!

///AUTO HIGH BINTARO
** Bursa Mobil Bintaro A1 - A3
Bintaro Sektor 7, Tangerang Selatan
( Exit Tol Pondok Aren, samping Bank Permata Tower dan Dealer BMW Bestindo )

[[ GUNAKAN SELALU FITUR TELEPON & WHATS APP UNTUK KEAMANAN BERKOMUNIKASI, TERIMA KASIH ]]

Buka Setiap Hari : Pukul 9 Pagi s/d 6 Sore
( Sabtu / Minggu / Hari Libur Tetap Buka )

More Info, Please Call / SMS / Whats App : Pukul 8 Pagi s/d 11 Malam ( Setiap Hari )",Mercedes-Benz,Lainnya,,Lainnya,0-5.000,1205000000.0,Individu,Banten
948200323,2026-09-16T17:41:06+07:00,Tersedia,Brand New Lexus LX700H Hybrid AT 7-Seater Nik 2026 Sonic Titanium KM 5,"Lexus LX700H Hybrid AT 7-Seater 2026

- Brand New
- New Model
- 7-Seater
- Sunroof
- 3TV
- GPS Navigation
- Hidrolic
- Audio Mark Levinson
- Sonic Titanium On Black
- Power Back Door
- Km 5 Perak
- Warna Sonic Titanium
- Nopol B 
- Pajak 09-2027
- Nik 2026
- Warranty ATPM 3th
- Free Service 5th
- Perlengkapan Kendaraan Komplit
- Dijamin Kondisi Baru

GARANSI :
1. Keabsahan Dokumen Kendaraan
2. Mobil tidak bekas tabrakan & tidak bekas banjir
3. Bisa di cek mesin, electrical, dan history service sebelumnya di bengkel resmi / ATPM

Harga Kredit 4.000
Harga Cash 4.100

Silakan cek stok dan follow IG kami :
@lbautosunter
@lbauto_official


LB AUTO BINTARO
Bursa Mobil Bintaro Blok A28 dan A29

LB AUTO SUNTER
(Masuk dari pintu 1)
Bursa Otomotif Sunter
Blok J8-10 & Blok KA2-8
Jl Yos Sudarso Kav 87-88, Jakarta Utara",Lexus,Lainnya,,Lainnya,0-5.000,4000000000.0,Individu,Jakarta D.K.I.
948030118,2026-09-09T05:08:08+07:00,Tersedia,Nissan Fairlady Z 2023 km 1rb Antik,"Nissan Fairlady Z NIK 2023

Km 1rb . Mobil seperti baru. 

Perfect condition. 

Full option. 

Rare Seiran blue colour. 

Langsung pemilik",Nissan,Lainnya,,Lainnya,0-5.000,1349000000.0,Individu,Jakarta D.K.I.
947744017,2026-08-26T21:55:04+07:00,Tersedia,DP10% [Km7.000] X1 X-Line 2024 White Reg 2025 #AUTOHIGH,"BMW X1 X-LINE 2024 NEW MODEL WHITE ON BLACK
Km.7.000 Antik!! , Stnk Bulan 10 ( NIK.2024 )
- Monitor + Rear Camera
- GPS Indonesia
- Speedometer Digital
- Electric Seat + Memory Seat
- Panoramic + Sunroof
- Bagasi Power Back Door
- Engine Start Stop
- Warranty Full Spare Parts BRI ( 5 Thn s/d July 2029 ) & Warranty Free Service BSI ( 5 Thn s/d July 2029 )

OTR KREDIT : 710JT
OTR CASH : 785JT

Harga Negosiasi Setelah Datang Lihat Unit di Showroom Kami

Pembelian via cash / kredit.. Data luar kota bisa bantu proses, Tersedia jg Paket Total DP Ringan, Tenor hingga 6 tahun ( Proses 1 hari kerja saja )

Segera Rekomendasikan Keluarga / Teman / Kerabat Bapak & Ibu semua untuk membeli Mobil di AUTOHIGH dan dapatkan harga & kualitas terbaik dengan cara Share Link Iklan ini, Terima Kasih !!!

///AUTO HIGH BINTARO
** Bursa Mobil Bintaro A1 - A3
Bintaro Sektor 7, Tangerang Selatan
( Exit Tol Pondok Aren, samping Bank Permata Tower dan Dealer BMW Bestindo )

[[ GUNAKAN SELALU FITUR TELEPON & WHATS APP UNTUK KEAMANAN BERKOMUNIKASI, TERIMA KASIH ]]

Buka Setiap Hari : Pukul 9 Pagi s/d 6 Sore
( Sabtu / Minggu / Hari Libur Tetap Buka )

More Info, Please Call / SMS / Whats App : Pukul 8 Pagi s/d 11 Malam ( Setiap Hari )",BMW,Lainnya,,Lainnya,0-5.000,720000000.0,Individu,Banten
945271521,2026-09-22T18:13:53+07:00,Tersedia,DP10% [Km6.000] X5 M-Sport 2024 White Reg 2025 #AUTOHIGH,"BMW X5 M-SPORT 2024 WHITE ON SADDLE BROWN
Km.6.000 Antik!! , Stnk Bulan 11 ( NIK.2024 ) 
- Monitor + Camera
- GPS Indonesia
- Speedometer Digital
- Electric Seat + Memory Seat
- ⁠3 Rows + 7 Seater
- Panoramic + Sunroof
- Bagasi Power Back Door
- Interior with Laser Light
- ECO Mode + Start Stop Engine
- Engine 3.000cc with 340Hp
- Warranty BRI Full Spare Parts 5 Tahun s/d Okt 2029 + Warranty BSI Free Service BSI 5 Tahun s/d Okt 2029

OTR KREDIT : 1.410M

Harga Negosiasi Setelah Datang Lihat Unit di Showroom Kami

Pembelian via cash / kredit.. Data luar kota bisa bantu proses, Tersedia jg Paket Total DP Ringan, Tenor hingga 6 tahun ( Proses 1 hari kerja saja )

Segera Rekomendasikan Keluarga / Teman / Kerabat Bapak & Ibu semua untuk membeli Mobil di AUTOHIGH dan dapatkan harga & kualitas terbaik dengan cara Share Link Iklan ini, Terima Kasih !!!

///AUTO HIGH BINTARO
** Bursa Mobil Bintaro A1 - A3
Bintaro Sektor 7, Tangerang Selatan
( Exit Tol Pondok Aren, samping Bank Permata Tower dan Dealer BMW Bestindo )

[[ GUNAKAN SELALU FITUR TELEPON & WHATS APP UNTUK KEAMANAN BERKOMUNIKASI, TERIMA KASIH ]]

Buka Setiap Hari : Pukul 9 Pagi s/d 6 Sore
( Sabtu / Minggu / Hari Libur Tetap Buka )

More Info, Please Call / SMS / Whats App : Pukul 8 Pagi s/d 11 Malam ( Setiap Hari )",BMW,Lainnya,,Lainnya,10.000-15.000,1420000000.0,Individu,Banten
948332171,2026-09-22T21:07:55+07:00,Tersedia,DP10% [Km7.000] Vellfire VIP Hybrid 2024 Black Reg 2025 #AUTOHIGH,"VELLFIRE 2.5 HEV CVT ( HYBRID ) VIP EXECUTIVE LOUNGE 2024/2025 BLACK ON SADDLE TAN
Km.7.000 Antik!! , STNK Bulan 03 Register 2025 ( NIK.2024 )
- 2TV + 4 Camera + GPS Indonesia
- Speedometer Digital
- Head Unit Display ( HUD )
- Executive Lounge Seater
- Heater + Cooler Seat
- Krey Ori Jepang
- Audio JBL
- ⁠Electric Mid Seat
- ⁠Remote Mid Seat
- Double Sunroof
- Toyota Safety Sense ( TSS )
- ⁠Engine 2.500cc Hybrid 
- Bagasi Power Back Door
- Velg Smoke Chrome Black
- Warranty ATPM Toyota Indonesia

OTR KREDIT : 1.545M

Harga Negosiasi Setelah Datang Lihat Unit di Showroom Kami

Pembelian via cash / kredit.. Data luar kota bisa bantu proses, Tersedia jg Paket Total DP Ringan, Tenor hingga 6 tahun ( Proses 1 hari kerja saja )

Segera Rekomendasikan Keluarga / Teman / Kerabat Bapak & Ibu semua untuk membeli Mobil di AUTOHIGH dan dapatkan harga & kualitas terbaik dengan cara Share Link Iklan ini, Terima Kasih !!!

///AUTO HIGH BINTARO
** Bursa Mobil Bintaro A1 - A3
Bintaro Sektor 7, Tangerang Selatan
( Exit Tol Pondok Aren, samping Bank Permata Tower dan Dealer BMW Bestindo )

[[ GUNAKAN SELALU FITUR TELEPON & WHATS APP UNTUK KEAMANAN BERKOMUNIKASI, TERIMA KASIH ]]

Buka Setiap Hari : Pukul 9 Pagi s/d 6 Sore
( Sabtu / Minggu / Hari Libur Tetap Buka )

More Info, Please Call / SMS / Whats App : Pukul 8 Pagi s/d 11 Malam ( Setiap Hari )",Toyota,Lainnya,,Lainnya,0-5.000,1555000000.0,Individu,Banten
948147035,2026-09-18T09:57:01+07:00,Tersedia,"Rare Color, BMW 730Li M Sport BERNINA GREY 2020 !!","BMW 730Li Msport
NIK: 2020
WARNA: Bernina Grey
KILOMETER: 47rban
TAX: Juli 2027
Price 875 jt (Nego) cash / kredit sama!!

Spesification:
-BMW Addaptive Laser headlights
-M Sport Package
-Dual Sunroof
-Ambient Light
-Air Suspension
-BMW Touch Command
-Harman Kardon Audio
-Engine TwinPower Turbo B48 2000 cc, 265 Hp, 400 Nm
-8 Speed Automatic
-Kondisi mulus terawat full service record BMW
-Full original

MOBIL DIJAMIN BUKAN BEKAS ACCIDENT/BANJIR, KILOMETER ASLI, SURAT - SURAT LENGKAP!!

Keunggulan beli di BMW Performance Auto Selection:
1) JAMINAN Bukan bekas banjir, tabrakan & lelang
2) Rate bunga rendah/rate bunga mobil baru*
3) After Sales Service
4) Stok mobil kami semuanya SERVICE RECORD BENGKEL BMW RESMI
5) Harga Cash SAMA dengan Kredit

Menerima Trade-in mobil lama anda, ALL BRAND!!",BMW,Lainnya,,Lainnya,35.000-40.000,875000000.0,Individu,Jakarta D.K.I.
948228311,2026-09-17T23:27:51+07:00,Tersedia,DP10% [Km4.000] CRV Prestige 2021 Black / CR-V Reg 2022 #AUTOHIGH,"HONDA CRV 1.5 PRESTIGE TURBO SENSING 2021 FACELIFT BLACK ON BLACK
Km.4.000 Antik!! , Stnk Bulan 09 ( NIK.2021 )
- Monitor TV Screen Audio
- Rear Camera
- Speedometer Digital
- Sensing Sensor
- Electric Seat Kiri-Kanan
- Engine Start Button
- Keyless Entry
- Panoramic + Sunroof
- Bagasi PBD
- Engine 1.500cc with Turbo
- Warranty ATPM Honda

OTR KREDIT : 410JT
OTR CASH : 460JT

Harga Negosiasi Setelah Datang Lihat Unit di Showroom Kami

Pembelian via cash / kredit.. Data luar kota bisa bantu proses, Tersedia jg Paket Total DP Ringan, Tenor hingga 6 tahun ( Proses 1 hari kerja saja )

Segera Rekomendasikan Keluarga / Teman / Kerabat Bapak & Ibu semua untuk membeli Mobil di AUTOHIGH dan dapatkan harga & kualitas terbaik dengan cara Share Link Iklan ini, Terima Kasih !!!

///AUTO HIGH BINTARO
** Bursa Mobil Bintaro A1 - A3
Bintaro Sektor 7, Tangerang Selatan
( Exit Tol Pondok Aren, samping Bank Permata Tower dan Dealer BMW Bestindo )

[[ GUNAKAN SELALU FITUR TELEPON & WHATS APP UNTUK KEAMANAN BERKOMUNIKASI, TERIMA KASIH ]]

Buka Setiap Hari : Pukul 9 Pagi s/d 6 Sore
( Sabtu / Minggu / Hari Libur Tetap Buka )

More Info, Please Call / SMS / Whats App : Pukul 8 Pagi s/d 11 Malam ( Setiap Hari )",Honda,Lainnya,,Lainnya,0-5.000,420000000.0,Individu,Banten
947585704,2026-09-19T12:07:38+07:00,Tersedia,DP10% [Km13.000] CRV Turbo 2024 Black / CR-V Reg 2025 #AUTOHIGH,"HONDA CRV 1.5 TURBO 2024/2025 BLACK ON BLACK
Km.13.000 Antik!! , Stnk Bulan 02 Register 2025 ( NIK.2024 )
- Monitor TV Screen Audio
- Rear Camera + Side Camera
- Electric Seat Kiri - Kanan
- Leather Seat Original Honda
- ⁠3 Row Seat
- Engine Start Button + Keyless Entry
- Honda Sensinf
- ⁠Speedometer Digital
- Panoramic + Sunroof
- Bagasi PBD
- Engine 1.500cc Turbo
- Warranty ATPM Honda

OTR KREDIT : 615JT
OTR CASH : 665JT

Harga Negosiasi Setelah Datang Lihat Unit di Showroom Kami

Pembelian via cash / kredit.. Data luar kota bisa bantu proses, Tersedia jg Paket Total DP Ringan, Tenor hingga 6 tahun ( Proses 1 hari kerja saja )

Segera Rekomendasikan Keluarga / Teman / Kerabat Bapak & Ibu semua untuk membeli Mobil di AUTOHIGH dan dapatkan harga & kualitas terbaik dengan cara Share Link Iklan ini, Terima Kasih !!!

///AUTO HIGH BINTARO
** Bursa Mobil Bintaro A1 - A3
Bintaro Sektor 7, Tangerang Selatan
( Exit Tol Pondok Aren, samping Bank Permata Tower dan Dealer BMW Bestindo )

[[ GUNAKAN SELALU FITUR TELEPON & WHATS APP UNTUK KEAMANAN BERKOMUNIKASI, TERIMA KASIH ]]

Buka Setiap Hari : Pukul 9 Pagi s/d 6 Sore
( Sabtu / Minggu / Hari Libur Tetap Buka )

More Info, Please Call / SMS / Whats App : Pukul 8 Pagi s/d 11 Malam ( Setiap Hari )",Honda,Lainnya,,Lainnya,5.000-10.000,625000000.0,Individu,Banten
946563063,2026-09-15T20:00:57+07:00,Tersedia,DP10% [Km6.000] 330i M-Sport Pro 2025 Black Reg 2026 #AUTOHIGH,"BMW 330i M-SPORT PRO LCi FACELIFT 2025 NEW PROFILE BLACK ON BLACK
Km.6.000 Antik!! , Stnk Bulan 12 ( NIK.2025 ) 
- Monitor + GPS Indonesia (3D)
- Speedometer Digital
- i-Drive Control with Touchpad
- Engine Start Button + Keyless
- ECO Mode Auto Start-Stop
- Sunroof
- Electric Seat + Memory Seat
- Adaptive Suspension ( Comfort & Sport )
- Engine 2.0cc with 258Hp ( 0-100 km/h : 5.0 second )
- Velg Smoke Chrome Black
- Warranty ATPM Full Spare Parts 5Thn s/d Dec 2030 & Free Service Oli + Jasa BSI 5Thn s/d Dec 2030

OTR KREDIT : 935JT 
OTR CASH : 1.010M 

Harga Negosiasi Setelah Datang Lihat Unit di Showroom Kami

Pembelian via cash / kredit.. Data luar kota bisa bantu proses, Tersedia jg Paket Total DP Ringan, Tenor hingga 6 tahun ( Proses 1 hari kerja saja )

Segera Rekomendasikan Keluarga / Teman / Kerabat Bapak & Ibu semua untuk membeli Mobil di AUTOHIGH dan dapatkan harga & kualitas terbaik dengan cara Share Link Iklan ini, Terima Kasih !!!

///AUTO HIGH BINTARO
** Bursa Mobil Bintaro A1 - A3
Bintaro Sektor 7, Tangerang Selatan
( Exit Tol Pondok Aren, samping Bank Permata Tower dan Dealer BMW Bestindo )

[[ GUNAKAN SELALU FITUR TELEPON & WHATS APP UNTUK KEAMANAN BERKOMUNIKASI, TERIMA KASIH ]]

Buka Setiap Hari : Pukul 9 Pagi s/d 6 Sore
( Sabtu / Minggu / Hari Libur Tetap Buka )

More Info, Please Call / SMS / Whats App : Pukul 8 Pagi s/d 11 Malam ( Setiap Hari )",BMW,Lainnya,,Lainnya,0-5.000,945000000.0,Individu,Banten
945341475,2026-09-17T12:13:40+07:00,Tersedia,DP10% [Km28.000] E300 Avantgarde 2016 White Reg 2017 #AUTOHIGH,"MERCEDES BENZ E300 AVANTGARDE 2016/2017 NEW MODEL WHITE ON BLACK
Km.28.000 Antik!!! , Stnk Bulan 02 Register 2017 ( NIK 2016 )
- Monitor TV + 4 Camera
- Speedometer Digital Model Terbaru 
- Panoramic + Sunroof
- Electric Seat + Memory Seat di Pintu
- Keyless + Engine Start Botton
- Full List Chrome Body Avantgarde
- Audio Burnsmester
- Bagasi Power Back Doors
- Service Record ATPM Mercedes Benz

OTR KREDIT : 425JT 
OTR CASH : 475JT 

Harga Negosiasi Setelah Datang Lihat Unit di Showroom Kami

Pembelian via cash / kredit.. Data luar kota bisa bantu proses, Tersedia jg Paket Total DP Ringan, Tenor hingga 6 tahun ( Proses 1 hari kerja saja )

Segera Rekomendasikan Keluarga / Teman / Kerabat Bapak & Ibu semua untuk membeli Mobil di AUTOHIGH dan dapatkan harga & kualitas terbaik dengan cara Share Link Iklan ini, Terima Kasih !!!

///AUTO HIGH BINTARO
** Bursa Mobil Bintaro A1 - A3
Bintaro Sektor 7, Tangerang Selatan
( Exit Tol Pondok Aren, samping Bank Permata Tower dan Dealer BMW Bestindo )

[[ GUNAKAN SELALU FITUR TELEPON & WHATS APP UNTUK KEAMANAN BERKOMUNIKASI, TERIMA KASIH ]]

Buka Setiap Hari : Pukul 9 Pagi s/d 6 Sore
( Sabtu / Minggu / Hari Libur Tetap Buka )

More Info, Please Call / SMS / Whats App : Pukul 8 Pagi s/d 11 Malam ( Setiap Hari )",Mercedes-Benz,Lainnya,,Lainnya,15.000-20.000,435000000.0,Individu,Banten
948321580,2026-09-22T13:52:11+07:00,Tersedia,Honda WR-V 2023 Bensin,"Merek mobil: Honda
Tahun pembuatan: 2023
Model mobil: WR-V
Varian mobil: 1.5 RS With Honda Sensing Bensin-AT
Jenis bahan bakar mobil: Bensin
Jarak tempuh mobil: 30000
Warna mobil: Abu-Abu
Transmisi mobil: Otomatis
Tipe penjual: Individual

Cash / Kredit / Trade in
From Dp 30 jt
Angsuran 5,5 jt an
Tenor 5 thn",Honda,Lainnya,,Lainnya,25.000-30.000,235000000.0,Individu,Banten
948354953,2026-09-23T19:31:12+07:00,Tersedia,Honda Jazz RS 2019 AT,"Honda Jazz RS AT Abu Abu Metalik 2019

- Honda Jazz 1.5 RS (Tipe Tertinggi)
- ⁠Odometer 99rb
- ⁠Pajak Hidup Panjang 03/27
- ⁠Mesin sehat tdk ada rembes Oli
- ⁠Mesin & Transmisi: Mesin 1.5L i-VTEC sangat responsif, kering, dan tidak ada rembesan. Transmisi matik sangat halus, fitur paddle shift berfungsi normal untuk sensasi berkendara sporty.
- ⁠Eksterior: Bodi mulus, cat original, lampu depan Full LED & DRL
- ⁠Kaki-Kaki: Senyap, empuk, tidak ada bunyi-bunyi aneh saat melewati jalan bergelombang.
- ⁠Kelistrikan: Semua panel, head unit layar sentuh berfungsi Normal 100%
- ⁠Ac Dingin
- Jaminan Tidak bekas Tabrak & Banjir
- ⁠Surat surat Lengkap dan dijamin

otr 198jt cash 213jt

Paket A 
Tdp 74jt cicilan 5.355.000 x35
Tdp 74jt cicilan 4.288.000 x47
Tdp 74jt cicilan 3.680.000 x59

Paket B 
Tdp 14jt cicilan 7.587.000 x35
Tdp 14jt cicilan 6.325.000 x47
Tdp 14jt cicilan 5.656.000 x59 

Paket C 
Tdp 27jt cicilan 6.756.000 x35
Tdp 27jt cicilan 5.476.000 x47 
Tdp 27jt cicilan 4.686.000 x59",Honda,Lainnya,,Lainnya,95.000-100.000,198000000.0,Individu,Jakarta D.K.I.
948354906,2026-09-23T19:28:01+07:00,Tersedia,[LOW KM] HYUNDAI STARGAZER X PRIME 2023 GREY ISTIMEWA TT 2024 ABU,"( Jual Mobil Berkualitas Dengan Harga Terbaik ) 

Hyundai Stargazer X Prime
Tangan Pertama Dari Baru
Warna Grey
NIK 2023
KM 33.000 Asli ( Service Record Hyundai )
Pajak Panjang sd 12 - 2026

• Keyless Entry, Start / Stop Engine
• Audio Touchscreen, Parking Camera
• Leather Seat, Lampu LED, Spion Retractable
• Mobil Sangat Terawat
• Body Original, Interior Bersih
• Dijamin Bebas Tabrak / Banjir
• Kondisi Istimewa Siap Pakai

Harga Khusus Kredit  Rp. 215,000,000
( Paket Kredit Termurah )

PAKET DP RENDAH
DP           :   30,000,000
Cicilan   :      5,934,389 x47
Cicilan   :      5,098,112 x59

PAKET CICILAN RENDAH
DP          :   50,000,000
Cicilan  :      5,398,955 x47
Cicilan  :      4,638,132 x59

Harga Cash ( Telpon / Whatsapp )

• Terima Tukar Tambah 
• Simulasi Kredit Lain nya Bisa Via Chat
• Data Kredit Akan Dibantu Sampai Approve
• Khusus Kredit Garansi Mesin & Transmisi 2 Tahun

Wijaya Mobilindo
WTC Mangga Dua 
Lantai 7 Blok C21 & F21
Ancol - Jakarta Utara
( Buka Setiap Hari 10.00 - 17.30 )",Hyundai,Lainnya,,Lainnya,25.000-30.000,215000000.0,Individu,Jakarta D.K.I.
948354878,2026-09-23T19:26:08+07:00,Tersedia,Honda HRV 1.5 E CVT AT 2017 Abu Abu HR-V KM 92 Rb,"Honda HRV 1.5 E CVT AT 2017 Abu Abu HR-V
Pajak 09-2027
KM 92 rb service record bengkel resmi Honda
Keyless
Cruise Control
Parking Sensor
Bluetooth
Garansi Mesin dan transmisi 1 tahun

Promo Premium Rate 6,5%
Harga Kredit 159 jt
DP 39 jt
Angsuran 3 thn 4.903.000
4 thn 3.908.000
5 thn 3.385.000

Cash 175 jt 

** Harga transparant, perincian sesuai tanpa ada biaya tersembunyi
** Jaminan 100% ordometer asli, bebas banjir dan bebas tabrak

 Plasa Cibubur - Gedung Parkir P1 dan P1A, Jl Alternatif Cibubur KM 2

Google Maps : Garasi 308
Instagram : Garasi  308
Tiktok : Garasi 308",Honda,Lainnya,,Lainnya,90.000-95.000,159000000.0,Individu,Jakarta D.K.I.
948354869,2026-09-23T19:25:34+07:00,Tersedia,Lowest odo 16K! BMW X1 F48 XLine 2020 Panoramic White gla200 a200 c200,"BMW X1 F48 XLine 2020 Panoramic
•
Tipe Tertinggi
Favorite Colour White on Black
Plat Ganjil
Perakitan & Faktur 2020 
Pajak Panjang Nov 2026
Odo Low 16k Miles
Surat & Kunci Cadangan Lengkap
•
Engine 1.5 Twin Power Turbo
New I-Drive System & Joystick Shifter
Panoramic Sunroof
Power Back Door & Cruise Control
•
Engine Start Stop Button
Electric Seat & Memory Seats
Parking Camera & Sensor
Audio with Bluetooth & Aux
•
OTR Khusus Paket Kredit Rp 357.5jt
4th TDP 59jt Angsuran 10.5jt
5th TDP 52jt Angsuran 9.1jt
•
Paket Spesial Bunga Premium 4.25%!
3th TDP 119jt Angauran 11.3jt
4th TDP 119jt Angsuran 9jt
•
Paket Spesial Bungan 0%!
1th TDP 298jt Angsuran 14.3jt
•
Sertifikat Garansi Bebas Tabrak & Banjir by @Otospector 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
///ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ

Bursa Mobil BSD 
Blok B9 & C7-C9
Open Daily 09.00-18.00
•
Bursa Mobil Bintaro
Blok A19 & A25
Open Daily 09.00-18.00",BMW,Lainnya,,Lainnya,10.000-15.000,357500000.0,Individu,Jakarta D.K.I.
948354817,2026-09-23T19:22:27+07:00,Tersedia,Toyota Yaris 1.5 S TRD AT 2019 Putih KM 79 rb,"Toyota Yaris S TRD AT 2019 Putih
B 1329 NIK
Km 78 rb
Pajak 01-2027
Keyless
Paddle Shift
AC Digital

Promo Kredit Rp. 178 jt
Premium Rate 6.75%
DP 43 jt 
Angsuran 3 thn 5.532.000
4 thn 4.423.000
5 thn 3.840.000

Cash rp. 195 jt 

** bisa hubungi kami untuk permintaan hitungan kredit sesuai budget
** Jaminan 100% ordometer asli, bebas banjir dan bebas tabrak
** Garansi Mesin dan Transmisi 1 tahun khusus pembelian via leasing

 Plasa Cibubur - Gedung Parkir P1 dan P1A, Jl Alternatif Cibubur KM 2

Google Maps : Garasi 308
Instagram : Garasi  308
Tiktok : Garasi 308",Toyota,Lainnya,,Lainnya,75.000-80.000,178000000.0,Individu,Jakarta D.K.I.
948354761,2026-09-23T19:19:10+07:00,Tersedia,Darth Vader! BMW X1 F48 XLine 2020 Panoramic Black gla200 a200 320i x3,"BMW X1 F48 XLine 2020 Panoramic
•
Tipe Tertinggi
Favorite Black on Black
Plat B Genap
Perakitan & Faktur 2020 
Pajak Panjang Feb 2027
Odo Low 33k Miles
Surat & Kunci Cadangan Lengkap
•
Engine 1.5 Twin Power Turbo
New I-Drive System & Joystick Shifter
Panoramic Sunroof
Power Back Door & Cruise Control
•
Engine Start Stop Button
Electric Seat & Memory Seats
Parking Camera & Sensor
Audio with Bluetooth & Aux
•
OTR Khusus Paket Kredit Rp 345jt
4th TDP 55jt Angsuran 11.2jt
5th TDP 45jt Angsuran 9.8jt
•
Paket Spesial Bunga Premium 4.25%!
3th TDP 114jt Angsuran 11jt
4th TDP 114jt Angsuran 8.7jt
•
Paket Spesial Bungan 0%!
1th TDP 288jt Angsuran 13.8jt
•
Sertifikat Garansi Bebas Tabrak & Banjir by @Otospector 
Garansi Mesin & Transmisi 30days by @Otospector 
Free Multisteps Paint Correction 
Free Ceramic Coating 
Free Bactakleen Car Fogging Anti Bacterial and Virus 
•
///ᴀᴜᴛᴏʙᴀʜɴ.ɪᴅ

Bursa Mobil BSD 
Blok B9 & C7-C9
Open Daily 09.00-18.00
•
Bursa Mobil Bintaro
Blok A19 & A25
Open Daily 09.00-18.00",BMW,Lainnya,,Lainnya,15.000-20.000,345000000.0,Individu,Jakarta D.K.I.
948214501,2026-09-17T12:38:38+07:00,Tersedia,[ Murah Banget ] Honda Brio RS 1.5 CVT 2021 Abu | Ford Fiesta | Baleno,"[ Honda BRIO RS cvt 2021 Abu Abu ]

OTR KREDIT 160jt 
CASH 170jt Nego...

Spec:
‎- Tipe Mesin: Bensin 1200cc, 4-silinder SOHC i-Vtec (89 PS/ 110 Nm)
‎- KM 75rb (Normal Pemakaian 15rb/ tahun)
- Transmisi Metik
- Pajak 01-2027
‎- Mobil Bebas Tabrak dan Banjir
‎- Keabsahan BPKB Dijamin
‎
‎fitur:
‎- Keselamatan: SRS Airbags, ABS , EBD
‎- Immobilizer
‎- Power Window
‎- Central Lock
- Sensor Parkir Belakang 
- Head Unit Layar Sentuh 6,2 inch Touchscreen
- Jok Lapis Kulit Merah Bahan Berkualitas
- Upgrade Headlamp Biled
- Mobil Dalam Keadaan Super Sehat dan Prima
‎- Unit siap pakai NO PR


Paket A 
Tdp 40jt cicilan 5.215.000 x 36
Tdp 40jt cicilan 4.228.000 x 48
Tdp 40jt cicilan 3.615.000 x 60

Paket B 
Tdp 25jt cicilan 6.268.000 x 35
Tdp 25jt cicilan 5.190.000 x 47
Tdp 25jt cicilan 4.613.000 x 59

PAKET C 
Tdp 15jt cicilan 5.918.400 x 36
Tdp 15jt cicilan 4.879.800 x 48",Honda,Lainnya,,Lainnya,70.000-75.000,160000000.0,Individu,Jakarta D.K.I.
